Cuba   ;; Havana;n99;@spitzlbergerj,@TipsyNurse
Cyprus   ;;nicosia;n680;@spitzlbergerj,@TipsyNurse
Czech Republic; ; Brno;n1960;@zdenek
Czech Republic; ; Hradec Králové;n4344;@zdenek
Czech Republic; ; Karlovy Vary;n4726;@zdenek
Czech Republic; ; Liberec;n3673;@zdenek
Czech Republic; ; Olomouc;n4343;@zdenek
Czech Republic; ; Ostrava;n2202;@zdenek
Czech Republic; ; Plzeň;n2172;@zdenek
Czech Republic; ; Praha;n204;@zdenek
Czech Republic; ; Tábor;n2201;@zdenek
Czech Republic; ; Teplice;n5513;@zdenek
Czech Republic; ; Ústínad Labem;n4345;@zdenek
Czech Republic  ;; Prague;n204;@spitzlbergerj,@TipsyNurse
Denmark   ;; Copenhagen;n69;@spitzlbergerj,@TipsyNurse
Djibouti   ;; Djibouti;n697;@spitzlbergerj,@TipsyNurse
Dominica   ;; Roseau;n698;@spitzlbergerj,@TipsyNurse
Dominican Republic  ;; Santo Domingo;n230;@spitzlbergerj,@TipsyNurse
Ecuador   ;; Galapagos Islands;n915;@spitzlbergerj,@TipsyNurse
Ecuador   ;; Guayaquil;n93;@spitzlbergerj,@TipsyNurse
Ecuador   ;; Quito;n190;@spitzlbergerj,@TipsyNurse
Egypt   ;; Cairo;n53;@spitzlbergerj,@TipsyNurse
El Salvador  ;; San Salvador;n228;@spitzlbergerj,@TipsyNurse
Equatorial Guinea  ;; Malabo;n699;@spitzlbergerj,@TipsyNurse
Eritrea   ;; Asmara;n700;@spitzlbergerj,@TipsyNurse
Estonia   ;; Tallinn;n242;@spitzlbergerj,@TipsyNurse
eSwatini   ;; Mbabane;n149;@spitzlbergerj,@TipsyNurse
Ethiopia   ;; Addis Ababa;n7;@spitzlbergerj,@TipsyNurse
Falkland Islands  ;; Stanley;n630;@spitzlbergerj,@TipsyNurse
Faroe Islands  ;; Tórshavn;n701;@spitzlbergerj,@TipsyNurse
Fiji   ;; Suva;n82;@spitzlbergerj,@TipsyNurse
Finland   ;; Helsinki;n101;@spitzlbergerj,@TipsyNurse
Finland   ;; Kemi;n3718;@spitzlbergerj,@TipsyNurse
Finland   ;; Rovaniemi;n1401;@spitzlbergerj,@TipsyNurse
France;; Paris;n195;
France   ; Île-de-France; Paris;n195;@spitzlbergerj,@TipsyNurse
French Guiana  ;; Cayenne;n61;@spitzlbergerj,@TipsyNurse
French Polynesia  ; Tahiti; Papeete;n278;@spitzlbergerj,@TipsyNurse
French Southern Territories ;; Amsterdam Island;n3658;@spitzlbergerj,@TipsyNurse
French Southern Territories ;; Port-aux-Francais;n397;@spitzlbergerj,@TipsyNurse
Gabon   ;; Libreville;n129;@spitzlbergerj,@TipsyNurse
Gambia   ;; Banjul;n30;@spitzlbergerj,@TipsyNurse
Georgia   ;; Tbilisi;n371;@spitzlbergerj,@TipsyNurse
Germany; ; Duisburg;n957;@lavolp3
Germany; ; Duisburg, North Rhine-Westphalia; n957; @lavolp3
Germany; ; Frankfurt a.M.;n83 ;@Sean
Germany; ; Hamburg;n307;@MyMirror
Germany; ; Krefeld;n973;@lavolp3
Germany; ; Moers;n1016;@lavolp3
Germany; ; Mülheim/Ruhr;n2011;@lavolp3
Germany; ; Munich; n168; @Fozi
Germany; ; Solingen;n987 ;@yawns
Germany; ; Stuttgart;n317;@robiv8
Germany; ; Wuppertal;n959;@Sandy2503
Germany; Baden-Württemberg; Walldorf;n48;@MoreLinux
Germany;; Berlin;n37;
Germany   ; Berlin; Berlin;n37;@spitzlbergerj,@TipsyNurse
Germany   ; Hessen; Frankfurt;n83;@spitzlbergerj,@TipsyNurse
Ghana   ;; Accra;n4;@spitzlbergerj,@TipsyNurse
Gibraltar   ;; Gibraltar;n89;@spitzlbergerj,@TipsyNurse
Greece;; Athens;n26;@Anthony
Greece   ;; Athens;n26;@spitzlbergerj,@TipsyNurse
Greenland   ;; Danmarkshavn;n2114;@spitzlbergerj,@TipsyNurse
Greenland   ;; Ittoqqortoormiit;n705;@spitzlbergerj,@TipsyNurse
Greenland   ;; Kangerlussuaq;n4217;@spitzlbergerj,@TipsyNurse
Greenland   ;; Qaanaaq;n3724;@spitzlbergerj,@TipsyNurse
Greenland   ;; Thule Air Base;n704;@spitzlbergerj,@TipsyNurse
Greenland   ;;nuuk;n703;@spitzlbergerj,@TipsyNurse
Grenada   ;; Saint George's;n706;@spitzlbergerj,@TipsyNurse
Guadeloupe   ;; Basse-Terre;n707;@spitzlbergerj,@TipsyNurse
Guam   ;; Hagåtña;n91;@spitzlbergerj,@TipsyNurse
Guatemala   ;; Guatemala City;n94;@spitzlbergerj,@TipsyNurse
Guinea   ;; Conakry;n67;@spitzlbergerj,@TipsyNurse
Guinea-Bissau   ;; Bissau;n40;@spitzlbergerj,@TipsyNurse
Guyana   ;; Georgetown;n88;@spitzlbergerj,@TipsyNurse
Haiti   ;; Port-au-Prince;n709;@spitzlbergerj,@TipsyNurse
Honduras   ;; Tegucigalpa;n245;@spitzlbergerj,@TipsyNurse
Hong Kong  ;; Hong Kong;n102;@spitzlbergerj,@TipsyNurse
Hungary   ;; Budapest;n50;@spitzlbergerj,@TipsyNurse
Iceland   ;; Reykjavik;n211;@spitzlbergerj,@TipsyNurse
India   ; Bihar; Patna;n1040;@spitzlbergerj,@TipsyNurse
India   ; Delhi; Delhi;n771;@spitzlbergerj,@TipsyNurse
India   ; Delhi;new Delhi;n176;@spitzlbergerj,@TipsyNurse
India   ; Gujarat; Surat;n1039;@spitzlbergerj,@TipsyNurse
India   ; Karnataka; Bangalore;n438;@spitzlbergerj,@TipsyNurse
India   ; Kerala; Thiruvananthapuram;n1892;@spitzlbergerj,@TipsyNurse
India   ; Madhya Pradesh; Indore;n1041;@spitzlbergerj,@TipsyNurse
India   ; Maharashtra; Mumbai;n44;@spitzlbergerj,@TipsyNurse
India   ; Maharashtra; Pune;n1038;@spitzlbergerj,@TipsyNurse
India   ; Odisha; Bhubaneshwar;n1042;@spitzlbergerj,@TipsyNurse
India   ; Punjab; Ahmedgarh;n4498;@spitzlbergerj,@TipsyNurse
India   ; Punjab; Ludhiana;n1043;@spitzlbergerj,@TipsyNurse
India   ; Tamilnadu; Chennai;n553;@spitzlbergerj,@TipsyNurse
India   ; Tamilnadu; Madurai;n1047;@spitzlbergerj,@TipsyNurse
India   ; Uttar Pradesh; Agra;n1046;@spitzlbergerj,@TipsyNurse
India   ; Uttar Pradesh; Varanasi;n1045;@spitzlbergerj,@TipsyNurse
India   ; West Bengal; Kolkata;n54;@spitzlbergerj,@TipsyNurse
Indonesia   ; Bali; Denpasar;n761;@spitzlbergerj,@TipsyNurse
Indonesia   ; East Java; Surabaya;n631;@spitzlbergerj,@TipsyNurse
Indonesia   ; East Kalimantan; Balikpapan;n434;@spitzlbergerj,@TipsyNurse
Indonesia   ; Jakarta Special Capital Region; Jakarta;n108;@spitzlbergerj,@TipsyNurse
Indonesia   ; Papua; Jayapura;n759;@spitzlbergerj,@TipsyNurse
Indonesia   ; South Sulawesi; Makassar;n653;@spitzlbergerj,@TipsyNurse
Indonesia   ; West Java; Bandung;n437;@spitzlbergerj,@TipsyNurse
Indonesia   ; West Kalimantan; Pontianak;n2120;@spitzlbergerj,@TipsyNurse
Indonesia   ; West Papua; Manokwari;n2436;@spitzlbergerj,@TipsyNurse
Indonesia   ;north Sulawesi; Manado;n555;@spitzlbergerj,@TipsyNurse
Iran   ;; Tehran;n246;@spitzlbergerj,@TipsyNurse
Iraq   ;; Baghdad;n27;@spitzlbergerj,@TipsyNurse
Ireland   ;; Dublin;n78;@spitzlbergerj,@TipsyNurse
Isle of Man ;; Douglas;n716;@spitzlbergerj,@TipsyNurse
Israel   ;; Jerusalem;n110;@spitzlbergerj,@TipsyNurse
Israel   ;; Tel Aviv;n676;@spitzlbergerj,@TipsyNurse
Italy   ;; Milan;n157;@spitzlbergerj,@TipsyNurse
Italy   ;; Rome;n215;@spitzlbergerj,@TipsyNurse
Jamaica   ;; Kingston;n120;@spitzlbergerj,@TipsyNurse
Japan   ;; Kobe;n540;@spitzlbergerj,@TipsyNurse
Japan   ;; Kyoto;n538;@spitzlbergerj,@TipsyNurse
Japan   ;; Osaka;n671;@spitzlbergerj,@TipsyNurse
Japan   ;; Sapporo;n622;@spitzlbergerj,@TipsyNurse
Japan   ;; Tokyo;n248;@spitzlbergerj,@TipsyNurse
Japan   ;; Yokohama;n667;@spitzlbergerj,@TipsyNurse
Japan   ;;nagoya;n565;@spitzlbergerj,@TipsyNurse
Jordan   ;; Amman;n11;@spitzlbergerj,@TipsyNurse
Kazakhstan   ;; Almaty;n382;@spitzlbergerj,@TipsyNurse
Kazakhstan   ;; Aqtobe;n916;@spitzlbergerj,@TipsyNurse
Kazakhstan   ;; Oral;n2352;@spitzlbergerj,@TipsyNurse
Kazakhstan   ;;nursultan;n921;@spitzlbergerj,@TipsyNurse
Kenya   ;;nairobi;n170;@spitzlbergerj,@TipsyNurse
Kiribati   ; Christmas Island; Kiritimati;n274;@spitzlbergerj,@TipsyNurse
Kiribati   ;; Tarawa;n675;@spitzlbergerj,@TipsyNurse
Kosovo   ;; Pristina;n743;@spitzlbergerj,@TipsyNurse
Kuwait   ;; Kuwait City;n123;@spitzlbergerj,@TipsyNurse
Kyrgyzstan   ;; Bishkek;n384;@spitzlbergerj,@TipsyNurse
Laos   ;; Vientiane;n260;@spitzlbergerj,@TipsyNurse
Latvia   ;; Riga;n602;@spitzlbergerj,@TipsyNurse
Lebanon   ;; Beirut;n34;@spitzlbergerj,@TipsyNurse
Lesotho   ;; Maseru;n147;@spitzlbergerj,@TipsyNurse
Liberia   ;; Monrovia;n161;@spitzlbergerj,@TipsyNurse
Libya   ;; Tripoli;n252;@spitzlbergerj,@TipsyNurse
Liechtenstein   ;; Vaduz;n714;@spitzlbergerj,@TipsyNurse
Lithuania   ;; Vilnius;n660;@spitzlbergerj,@TipsyNurse
Luxembourg   ;; Luxembourg;n534;@spitzlbergerj,@TipsyNurse
Madagascar   ;; Antananarivo;n20;@spitzlbergerj,@TipsyNurse
Malawi   ;; Lilongwe;n130;@spitzlbergerj,@TipsyNurse
Malaysia   ; Kuala Lumpur; Kuala Lumpur;n122;@spitzlbergerj,@TipsyNurse
Maldives   ;; Male;n715;@spitzlbergerj,@TipsyNurse
Mali   ;; Bamako;n29;@spitzlbergerj,@TipsyNurse
Mali   ;; Timbuktu;n2328;@spitzlbergerj,@TipsyNurse
Malta   ;; Valletta;n255;@spitzlbergerj,@TipsyNurse
Marshall Islands  ;; Majuro;n717;@spitzlbergerj,@TipsyNurse
Martinique   ;; Fort-de-France;n718;@spitzlbergerj,@TipsyNurse
Mauritania   ;;nouakchott;n183;@spitzlbergerj,@TipsyNurse
Mauritius   ;; Port Louis;n201;@spitzlbergerj,@TipsyNurse
Mexico   ; Aguascalientes; Aguascalientes;n9;@spitzlbergerj,@TipsyNurse
Mexico   ; Baja California; Mexicali;n154;@spitzlbergerj,@TipsyNurse
Mexico   ; Baja California; Tijuana;n247;@spitzlbergerj,@TipsyNurse
Mexico   ; Ciudad de México; Mexico City;n155;@spitzlbergerj,@TipsyNurse
Mexico   ; Guerrero; Acapulco;n3;@spitzlbergerj,@TipsyNurse
Mexico   ; Hermosillo, Sonora, n503, @rafaelcota
Mexico   ; Jalisco; Guadalajara;n92;@spitzlbergerj,@TipsyNurse
Mexico   ; Quintana Roo; Cancún;n923;@spitzlbergerj,@TipsyNurse
Mexico   ; Sinaloa; Mazatlan;n148;@spitzlbergerj,@TipsyNurse
Mexico   ; Sonora; Hermosillo;n503;@spitzlbergerj,@TipsyNurse
Mexico   ; Veracruz; Veracruz;n258;@spitzlbergerj,@TipsyNurse
Micronesia   ; Pohnpei; Palikir;n1072;@spitzlbergerj,@TipsyNurse
Moldova   ;; Chișinău;n177;@spitzlbergerj,@TipsyNurse
Monaco   ;; Monaco;n674;@spitzlbergerj,@TipsyNurse
Mongolia   ;; Hovd;n950;@spitzlbergerj,@TipsyNurse
Mongolia   ;; Ulaanbaatar;n720;@spitzlbergerj,@TipsyNurse
Montenegro   ;; Podgorica;n744;@spitzlbergerj,@TipsyNurse
Morocco   ;; Casablanca;n60;@spitzlbergerj,@TipsyNurse
Morocco   ;; Rabat;n206;@spitzlbergerj,@TipsyNurse
Mozambique   ;; Maputo;n146;@spitzlbergerj,@TipsyNurse
Myanmar   ;; Yangon;n208;@spitzlbergerj,@TipsyNurse
Myanmar   ;;naypyidaw;n1981;@spitzlbergerj,@TipsyNurse
Namibia   ;; Windhoek;n266;@spitzlbergerj,@TipsyNurse
Nauru   ;; Yaren;n276;@spitzlbergerj,@TipsyNurse
Nepal   ;; Kathmandu;n117;@spitzlbergerj,@TipsyNurse
Netherlands; ; Amsterdam;n16;@MWel197
Netherlands; ; Arnhem;n1296;@MWel197
Netherlands   ;; Amsterdam;n16;@spitzlbergerj,@TipsyNurse
New Zealand  ; Auckland; Auckland;n22;@spitzlbergerj,@TipsyNurse
New Zealand  ; Chatham Islands; Chatham Islands;n63;@spitzlbergerj,@TipsyNurse
New Zealand  ; Wellington; Wellington;n264;@spitzlbergerj,@TipsyNurse
Nicaragua   ;; Managua;n143;@spitzlbergerj,@TipsyNurse
Niger   ;;niamey;n180;@spitzlbergerj,@TipsyNurse
Nigeria   ;; Abuja;n742;@spitzlbergerj,@TipsyNurse
Nigeria   ;; Lagos;n125;@spitzlbergerj,@TipsyNurse
Niue   ;; Alofi;n724;@spitzlbergerj,@TipsyNurse
North Korea  ;; Pyongyang;n205;@spitzlbergerj,@TipsyNurse
North Macedonia  ;; Skopje;n673;@spitzlbergerj,@TipsyNurse
Northern Ireland;;;n4391;@aidandon
Norway; ; Alta;n2513;@THeStigh
Norway; ; Bergen;n287;@THeStigh
Norway; ; Finnsnes;n5267;@THeStigh
Norway; ; Oslo;n187;@THeStigh
Norway; ; Stavanger;n289 ;@THeStigh
Norway; ; Tromso;n290;@THeStigh
Norway; ; Trondheim;n288 ;@THeStigh
Norway;; Oslo;n187;
Norway   ; Svalbard; Longyearbyen;n737;@spitzlbergerj,@TipsyNurse
Norway   ;; Oslo;n187;@spitzlbergerj,@TipsyNurse
Norway   ;; Tromsø;n290;@spitzlbergerj,@TipsyNurse
Oman   ;; Muscat;n169;@spitzlbergerj,@TipsyNurse
Pakistan   ; Sindh; Karachi;n757;@spitzlbergerj,@TipsyNurse
Pakistan   ;; Islamabad;n106;@spitzlbergerj,@TipsyNurse
Pakistan   ;; Lahore;n756;@spitzlbergerj,@TipsyNurse
Palau   ;;ngerulmud;n5606;@spitzlbergerj,@TipsyNurse
Panama   ;; Panama;n192;@spitzlbergerj,@TipsyNurse
Papuanew Guinea ;; Port Moresby;n193;@spitzlbergerj,@TipsyNurse
Paraguay   ;; Asuncion;n21;@spitzlbergerj,@TipsyNurse
Peru   ; Lima; Lima;n131;@spitzlbergerj,@TipsyNurse
Philippines   ;; Manila;n145;@spitzlbergerj,@TipsyNurse
Pitcairn Islands  ;; Adamstown;n755;@spitzlbergerj,@TipsyNurse
Poland   ;; Warsaw;n262;@spitzlbergerj,@TipsyNurse
Portugal   ; Azores; Ponta Delgada;n271;@spitzlbergerj,@TipsyNurse
Portugal   ;; Lisbon;n133;@spitzlbergerj,@TipsyNurse
Puerto Rico  ;; San Juan;n226;@spitzlbergerj,@TipsyNurse
Qatar   ;; Doha;n8;@spitzlbergerj,@TipsyNurse
Réunion (French)  ;; Saint-Denis;n216;@spitzlbergerj,@TipsyNurse
Romania   ;; Bucharest;n49;@spitzlbergerj,@TipsyNurse
Russia   ; Arkhangelsk; Belushya Guba;n2437;@spitzlbergerj,@TipsyNurse
Russia   ; Bashkortostan; Ufa;n356;@spitzlbergerj,@TipsyNurse
Russia   ; Chelyabinsk; Chelyabinsk;n373;@spitzlbergerj,@TipsyNurse
Russia   ; Chukotka; Anadyr;n17;@spitzlbergerj,@TipsyNurse
Russia   ; Chukotka; Pevek;n3795;@spitzlbergerj,@TipsyNurse
Russia   ; Irkutsk; Irkutsk;n378;@spitzlbergerj,@TipsyNurse
Russia   ; Kaliningrad; Kaliningrad;n528;@spitzlbergerj,@TipsyNurse
Russia   ; Kamchatka; Petropavlovsk-Kamchatsky;n114;@spitzlbergerj,@TipsyNurse
Russia   ; Khabarovsk; Komsomolsk-on-Amur;n2439;@spitzlbergerj,@TipsyNurse
Russia   ; Krasnoyarsk; Khatanga;n3735;@spitzlbergerj,@TipsyNurse
Russia   ; Krasnoyarsk; Krasnoyarsk;n372;@spitzlbergerj,@TipsyNurse
Russia   ; Krasnoyarsk;norilsk;n381;@spitzlbergerj,@TipsyNurse
Russia   ; Magadan; Magadan;n380;@spitzlbergerj,@TipsyNurse
Russia   ; Moscow; Moscow;n166;@spitzlbergerj,@TipsyNurse
Russia   ; Murmansk; Murmansk;n167;@spitzlbergerj,@TipsyNurse
Russia   ; Omsk; Omsk;n374;@spitzlbergerj,@TipsyNurse
Russia   ; Perm; Perm;n357;@spitzlbergerj,@TipsyNurse
Russia   ; Primorsky; Vladivostok;n261;@spitzlbergerj,@TipsyNurse
Russia   ; Saint Petersburg; Saint-Petersburg;n352;@spitzlbergerj,@TipsyNurse
Russia   ; Sakha (Yakutia); Srednekolymsk;n4211;@spitzlbergerj,@TipsyNurse
Russia   ; Sakha (Yakutia); Tiksi;n3769;@spitzlbergerj,@TipsyNurse
Russia   ; Sakha (Yakutia); Verkhoyansk;n3767;@spitzlbergerj,@TipsyNurse
Russia   ; Sakha (Yakutia); Yakutsk;n1907;@spitzlbergerj,@TipsyNurse
Russia   ; Sakhalin; Yuzhno-Sakhalinsk;n1245;@spitzlbergerj,@TipsyNurse
Russia   ; Samara; Samara;n355;@spitzlbergerj,@TipsyNurse
Russia   ; Sverdlovsk; Yekaterinburg;n358;@spitzlbergerj,@TipsyNurse
Russia   ; Tatarstan; Kazan;n354;@spitzlbergerj,@TipsyNurse
Russia   ; Udmurtia; Izhevsk;n364;@spitzlbergerj,@TipsyNurse
Russia   ; Zabaykalsky; Chita;n4096;@spitzlbergerj,@TipsyNurse
Russia   ;novgorod;novgorod;n353;@spitzlbergerj,@TipsyNurse
Russia   ;novosibirsk;novosibirsk;n375;@spitzlbergerj,@TipsyNurse
Rwanda   ;; Kigali;n119;@spitzlbergerj,@TipsyNurse
Saint Helena  ;; Jamestown;n727;@spitzlbergerj,@TipsyNurse
Saint Kitts andnevis;; Basseterre;n728;@spitzlbergerj,@TipsyNurse
Saint Lucia  ;; Castries;n729;@spitzlbergerj,@TipsyNurse
Saint Vincent and Grenadines;; Kingstown;n731;@spitzlbergerj,@TipsyNurse
Samoa   ;; Apia;n282;@spitzlbergerj,@TipsyNurse
San Marino  ;; San Marino;n732;@spitzlbergerj,@TipsyNurse
Sao Tome and Principe;; São Tomé;n733;@spitzlbergerj,@TipsyNurse
Saudi Arabia  ;; Makkah;n151;@spitzlbergerj,@TipsyNurse
Saudi Arabia  ;; Medina;n1942;@spitzlbergerj,@TipsyNurse
Saudi Arabia  ;; Riyadh;n214;@spitzlbergerj,@TipsyNurse
Senegal   ;; Dakar;n74;@spitzlbergerj,@TipsyNurse
Serbia   ;; Belgrade;n35;@spitzlbergerj,@TipsyNurse
Seychelles   ;; Victoria;n734;@spitzlbergerj,@TipsyNurse
Sierra Leone  ;; Freetown;n85;@spitzlbergerj,@TipsyNurse
Singapore   ;; Singapore;n236;@spitzlbergerj,@TipsyNurse
Slovakia   ;; Bratislava;n735;@spitzlbergerj,@TipsyNurse
Slovenia   ;; Ljubljana;n736;@spitzlbergerj,@TipsyNurse
Solomon Islands  ;; Honiara;n273;@spitzlbergerj,@TipsyNurse
Somalia   ;; Mogadishu;n160;@spitzlbergerj,@TipsyNurse
South Africa;;Johannesburg;n111;@mumblebaj
South Africa  ;; Cape Town;n56;@spitzlbergerj,@TipsyNurse
South Africa  ;; Johannesburg;n111;@spitzlbergerj,@TipsyNurse
